'Elapsed time','FECG','UC'
'hh:mm:ss.mmm','mV','mV'
'0:47.016',4.835,-10.240
'0:47.018',4.835,-10.240
'0:47.020',4.835,-10.240
'0:47.022',4.810,-10.240
'0:47.024',4.800,-10.240
'0:47.026',4.825,-10.240
'0:47.028',4.830,-10.240
'0:47.030',4.835,-10.240
'0:47.032',4.835,-10.240
'0:47.034',4.835,-10.240
'0:47.036',4.850,-10.240
'0:47.038',4.830,-10.240
'0:47.040',4.820,-10.240
'0:47.042',4.815,-10.240
'0:47.044',4.815,-10.240
'0:47.046',4.835,-10.240
'0:47.048',4.830,-10.240
'0:47.050',4.835,-10.240
'0:47.052',4.840,-10.240
'0:47.054',4.845,-10.240
'0:47.056',4.835,-10.240
'0:47.058',4.820,-10.240
'0:47.060',4.815,-10.240
'0:47.062',4.825,-10.240
'0:47.064',4.835,-10.240
'0:47.066',4.830,-10.240
'0:47.068',4.850,-10.240
'0:47.070',4.850,-10.240
'0:47.072',4.840,-10.240
'0:47.074',4.830,-10.240
'0:47.076',4.810,-10.240
'0:47.078',4.815,-10.240
'0:47.080',4.820,-10.240
'0:47.082',4.830,-10.240
'0:47.084',4.850,-10.240
'0:47.086',4.845,-10.240
'0:47.088',4.840,-10.240
'0:47.090',4.820,-10.240
'0:47.092',4.820,-10.240
'0:47.094',4.805,-10.240
'0:47.096',4.835,-10.240
'0:47.098',4.825,-10.240
'0:47.100',4.825,-10.240
'0:47.102',4.855,-10.240
'0:47.104',4.840,-10.240
'0:47.106',4.835,-10.240
'0:47.108',4.815,-10.240
'0:47.110',4.810,-10.240
'0:47.112',4.825,-10.240
'0:47.114',4.830,-10.240
'0:47.116',4.835,-10.240
'0:47.118',4.850,-10.240
'0:47.120',4.845,-10.240
'0:47.122',4.830,-10.240
'0:47.124',4.830,-10.240
'0:47.126',4.825,-10.240
'0:47.128',4.810,-10.240
'0:47.130',4.820,-10.240
'0:47.132',4.835,-10.240
'0:47.134',4.840,-10.240
'0:47.136',4.840,-10.240
'0:47.138',4.830,-10.240
'0:47.140',4.830,-10.240
'0:47.142',4.835,-10.240
'0:47.144',4.820,-10.240
'0:47.146',4.820,-10.240
'0:47.148',4.820,-10.240
'0:47.150',4.830,-10.240
'0:47.152',4.830,-10.240
'0:47.154',4.825,-10.240
'0:47.156',4.840,-10.240
'0:47.158',4.835,-10.240
'0:47.160',4.830,-10.240
'0:47.162',4.825,-10.240
'0:47.164',4.835,-10.240
'0:47.166',4.820,-10.240
'0:47.168',4.815,-10.240
'0:47.170',4.840,-10.240
'0:47.172',4.830,-10.240
'0:47.174',4.825,-10.240
'0:47.176',4.835,-10.240
'0:47.178',4.835,-10.240
'0:47.180',4.845,-10.240
'0:47.182',4.825,-10.240
'0:47.184',4.815,-10.240
'0:47.186',4.820,-10.240
'0:47.188',4.815,-10.240
'0:47.190',4.825,-10.240
'0:47.192',4.825,-10.240
'0:47.194',4.830,-10.240
'0:47.196',4.840,-10.240
'0:47.198',4.860,-10.240
'0:47.200',4.850,-10.240
'0:47.202',4.825,-10.240
'0:47.204',4.820,-10.240
'0:47.206',4.815,-10.240
'0:47.208',4.825,-10.240
'0:47.210',4.815,-10.240
'0:47.212',4.835,-10.240
'0:47.214',4.855,-10.240
'0:47.216',4.850,-10.240
'0:47.218',4.845,-10.240
'0:47.220',4.835,-10.240
'0:47.222',4.820,-10.240
'0:47.224',4.820,-10.240
'0:47.226',4.815,-10.240
'0:47.228',4.815,-10.240
'0:47.230',4.835,-10.240
'0:47.232',4.845,-10.240
'0:47.234',4.845,-10.240
'0:47.236',4.840,-10.240
'0:47.238',4.830,-10.240
'0:47.240',4.825,-10.240
'0:47.242',4.830,-10.240
'0:47.244',4.810,-10.240
'0:47.246',4.820,-10.240
'0:47.248',4.840,-10.240
'0:47.250',4.845,-10.240
'0:47.252',4.845,-10.240
'0:47.254',4.835,-10.240
'0:47.256',4.835,-10.240
'0:47.258',4.835,-10.240
'0:47.260',4.820,-10.240
'0:47.262',4.815,-10.240
'0:47.264',4.835,-10.240
'0:47.266',4.835,-10.240
'0:47.268',4.845,-10.240
'0:47.270',4.845,-10.240
'0:47.272',4.825,-10.240
'0:47.274',4.840,-10.240
'0:47.276',4.820,-10.240
'0:47.278',4.820,-10.240
'0:47.280',4.820,-10.240
'0:47.282',4.845,-10.240
'0:47.284',4.845,-10.240
'0:47.286',4.845,-10.240
'0:47.288',4.835,-10.240
'0:47.290',4.820,-10.240
'0:47.292',4.830,-10.240
'0:47.294',4.820,-10.240
'0:47.296',4.820,-10.240
'0:47.298',4.840,-10.240
'0:47.300',4.845,-10.240
'0:47.302',4.850,-10.240
'0:47.304',4.830,-10.240
'0:47.306',4.820,-10.240
'0:47.308',4.815,-10.240
'0:47.310',4.815,-10.240
'0:47.312',4.820,-10.240
'0:47.314',4.820,-10.240
'0:47.316',4.850,-10.240
'0:47.318',4.850,-10.240
'0:47.320',4.835,-10.240
'0:47.322',4.825,-10.240
'0:47.324',4.830,-10.240
'0:47.326',4.825,-10.240
'0:47.328',4.810,-10.240
'0:47.330',4.825,-10.240
'0:47.332',4.840,-10.240
'0:47.334',4.840,-10.240
'0:47.336',4.835,-10.240
'0:47.338',4.830,-10.240
'0:47.340',4.840,-10.240
'0:47.342',4.840,-10.240
'0:47.344',4.825,-10.240
'0:47.346',4.825,-10.240
'0:47.348',4.825,-10.240
'0:47.350',4.825,-10.240
'0:47.352',4.830,-10.240
'0:47.354',4.835,-10.240
'0:47.356',4.825,-10.240
'0:47.358',4.850,-10.240
'0:47.360',4.835,-10.240
'0:47.362',4.835,-10.240
'0:47.364',4.825,-10.240
'0:47.366',4.825,-10.240
'0:47.368',4.830,-10.240
'0:47.370',4.820,-10.240
'0:47.372',4.820,-10.240
'0:47.374',4.830,-10.240
'0:47.376',4.835,-10.240
'0:47.378',4.830,-10.240
'0:47.380',4.835,-10.240
'0:47.382',4.840,-10.240
'0:47.384',4.825,-10.240
'0:47.386',4.815,-10.240
'0:47.388',4.805,-10.240
'0:47.390',4.825,-10.240
'0:47.392',4.825,-10.240
'0:47.394',4.835,-10.240
'0:47.396',4.835,-10.240
'0:47.398',4.830,-10.240
'0:47.400',4.850,-10.240
'0:47.402',4.830,-10.240
'0:47.404',4.810,-10.240
'0:47.406',4.815,-10.240
'0:47.408',4.815,-10.240
'0:47.410',4.830,-10.240
'0:47.412',4.820,-10.240
'0:47.414',4.860,-10.240
'0:47.416',4.845,-10.240
'0:47.418',4.845,-10.240
'0:47.420',4.830,-10.240
'0:47.422',4.815,-10.240
'0:47.424',4.825,-10.240
'0:47.426',4.810,-10.240
'0:47.428',4.810,-10.240
'0:47.430',4.850,-10.240
'0:47.432',4.840,-10.240
'0:47.434',4.840,-10.240
'0:47.436',4.835,-10.240
'0:47.438',4.830,-10.240
'0:47.440',4.845,-10.240
'0:47.442',4.825,-10.240
'0:47.444',4.815,-10.240
'0:47.446',4.825,-10.240
'0:47.448',4.840,-10.240
'0:47.450',4.835,-10.240
'0:47.452',4.840,-10.240
'0:47.454',4.830,-10.240
'0:47.456',4.825,-10.240
'0:47.458',4.850,-10.240
'0:47.460',4.825,-10.240
'0:47.462',4.810,-10.240
'0:47.464',4.825,-10.240
'0:47.466',4.830,-10.240
'0:47.468',4.830,-10.240
'0:47.470',4.830,-10.240
'0:47.472',4.820,-10.240
'0:47.474',4.850,-10.240
'0:47.476',4.835,-10.240
'0:47.478',4.825,-10.240
'0:47.480',4.825,-10.240
'0:47.482',4.820,-10.240
'0:47.484',4.825,-10.240
'0:47.486',4.835,-10.240
'0:47.488',4.830,-10.240
'0:47.490',4.830,-10.240
'0:47.492',4.850,-10.240
'0:47.494',4.835,-10.240
'0:47.496',4.820,-10.240
'0:47.498',4.830,-10.240
'0:47.500',4.830,-10.240
'0:47.502',4.835,-10.240
'0:47.504',4.830,-10.240
'0:47.506',4.820,-10.240
'0:47.508',4.845,-10.240
'0:47.510',4.820,-10.240
'0:47.512',4.810,-10.240
'0:47.514',4.830,-10.240
'0:47.516',4.830,-10.240
'0:47.518',4.840,-10.240
'0:47.520',4.830,-10.240
'0:47.522',4.845,-10.240
'0:47.524',4.825,-10.240
'0:47.526',4.810,-10.240
'0:47.528',4.810,-10.240
'0:47.530',4.825,-10.240
'0:47.532',4.840,-10.240
'0:47.534',4.835,-10.240
'0:47.536',4.830,-10.240
'0:47.538',4.850,-10.240
'0:47.540',4.825,-10.240
'0:47.542',4.815,-10.240
'0:47.544',4.820,-10.240
'0:47.546',4.830,-10.240
'0:47.548',4.840,-10.240
'0:47.550',4.835,-10.240
'0:47.552',4.840,-10.240
'0:47.554',4.850,-10.240
'0:47.556',4.830,-10.240
'0:47.558',4.785,-10.240
'0:47.560',4.805,-10.240
'0:47.562',4.830,-10.240
'0:47.564',4.840,-10.240
'0:47.566',4.840,-10.240
'0:47.568',4.845,-10.240
'0:47.570',4.835,-10.240
'0:47.572',4.845,-10.240
'0:47.574',4.835,-10.240
'0:47.576',4.815,-10.240
'0:47.578',4.815,-10.240
'0:47.580',4.830,-10.240
'0:47.582',4.835,-10.240
'0:47.584',4.825,-10.240
'0:47.586',4.830,-10.240
'0:47.588',4.845,-10.240
'0:47.590',4.840,-10.240
'0:47.592',4.835,-10.240
'0:47.594',4.830,-10.240
'0:47.596',4.825,-10.240
'0:47.598',4.820,-10.240
'0:47.600',4.825,-10.240
'0:47.602',4.820,-10.240
'0:47.604',4.820,-10.240
'0:47.606',4.835,-10.240
'0:47.608',4.835,-10.240
'0:47.610',4.835,-10.240
'0:47.612',4.845,-10.240
'0:47.614',4.835,-10.240
'0:47.616',4.845,-10.240
'0:47.618',4.825,-10.240
'0:47.620',4.810,-10.240
'0:47.622',4.830,-10.240
'0:47.624',4.825,-10.240
'0:47.626',4.840,-10.240
'0:47.628',4.830,-10.240
'0:47.630',4.835,-10.240
'0:47.632',4.860,-10.240
'0:47.634',4.835,-10.240
'0:47.636',4.835,-10.240
'0:47.638',4.820,-10.240
'0:47.640',4.810,-10.240
'0:47.642',4.825,-10.240
'0:47.644',4.830,-10.240
'0:47.646',4.835,-10.240
'0:47.648',4.855,-10.240
'0:47.650',4.845,-10.240
'0:47.652',4.845,-10.240
'0:47.654',4.830,-10.240
'0:47.656',4.825,-10.240
'0:47.658',4.820,-10.240
'0:47.660',4.810,-10.240
'0:47.662',4.815,-10.240
'0:47.664',4.840,-10.240
'0:47.666',4.845,-10.240
'0:47.668',4.845,-10.240
'0:47.670',4.840,-10.240
'0:47.672',4.830,-10.240
'0:47.674',4.850,-10.240
'0:47.676',4.835,-10.240
'0:47.678',4.810,-10.240
'0:47.680',4.815,-10.240
'0:47.682',4.835,-10.240
'0:47.684',4.845,-10.240
'0:47.686',4.845,-10.240
'0:47.688',4.830,-10.240
'0:47.690',4.830,-10.240
'0:47.692',4.850,-10.240
'0:47.694',4.820,-10.240
'0:47.696',4.815,-10.240
'0:47.698',4.830,-10.240
'0:47.700',4.835,-10.240
'0:47.702',4.840,-10.240
'0:47.704',4.835,-10.240
'0:47.706',4.835,-10.240
'0:47.708',4.845,-10.240
'0:47.710',4.825,-10.240
'0:47.712',4.820,-10.240
'0:47.714',4.820,-10.240
'0:47.716',4.835,-10.240
'0:47.718',4.835,-10.240
'0:47.720',4.835,-10.240
'0:47.722',4.845,-10.240
'0:47.724',4.830,-10.240
'0:47.726',4.815,-10.240
'0:47.728',4.815,-10.240
'0:47.730',4.835,-10.240
'0:47.732',4.835,-10.240
'0:47.734',4.830,-10.240
'0:47.736',4.840,-10.240
'0:47.738',4.840,-10.240
'0:47.740',4.835,-10.240
'0:47.742',4.815,-10.240
'0:47.744',4.810,-10.240
'0:47.746',4.825,-10.240
'0:47.748',4.835,-10.240
'0:47.750',4.835,-10.240
'0:47.752',4.840,-10.240
'0:47.754',4.850,-10.240
'0:47.756',4.835,-10.240
'0:47.758',4.820,-10.240
'0:47.760',4.815,-10.240
'0:47.762',4.825,-10.240
'0:47.764',4.820,-10.240
'0:47.766',4.830,-10.240
'0:47.768',4.830,-10.240
'0:47.770',4.840,-10.240
'0:47.772',4.840,-10.240
'0:47.774',4.830,-10.240
'0:47.776',4.825,-10.240
'0:47.778',4.840,-10.240
'0:47.780',4.830,-10.240
'0:47.782',4.815,-10.240
'0:47.784',4.825,-10.240
'0:47.786',4.825,-10.240
'0:47.788',4.825,-10.240
'0:47.790',4.825,-10.240
'0:47.792',4.835,-10.240
'0:47.794',4.835,-10.240
'0:47.796',4.845,-10.240
'0:47.798',4.825,-10.240
'0:47.800',4.830,-10.240
'0:47.802',4.815,-10.240
'0:47.804',4.820,-10.240
'0:47.806',4.815,-10.240
'0:47.808',4.815,-10.240
'0:47.810',4.830,-10.240
'0:47.812',4.845,-10.240
'0:47.814',4.840,-10.240
'0:47.816',4.845,-10.240
'0:47.818',4.840,-10.240
'0:47.820',4.830,-10.240
'0:47.822',4.805,-10.240
'0:47.824',4.810,-10.240
'0:47.826',4.815,-10.240
'0:47.828',4.830,-10.240
'0:47.830',4.835,-10.240
'0:47.832',4.835,-10.240
'0:47.834',4.860,-10.240
'0:47.836',4.840,-10.240
'0:47.838',4.820,-10.240
'0:47.840',4.820,-10.240
'0:47.842',4.810,-10.240
'0:47.844',4.820,-10.240
'0:47.846',4.830,-10.240
'0:47.848',4.830,-10.240
'0:47.850',4.835,-10.240
'0:47.852',4.860,-10.240
'0:47.854',4.840,-10.240
'0:47.856',4.830,-10.240
'0:47.858',4.815,-10.240
'0:47.860',4.815,-10.240
'0:47.862',4.825,-10.240
'0:47.864',4.830,-10.240
'0:47.866',4.830,-10.240
'0:47.868',4.845,-10.240
'0:47.870',4.850,-10.240
'0:47.872',4.835,-10.240
'0:47.874',4.830,-10.240
'0:47.876',4.820,-10.240
'0:47.878',4.815,-10.240
'0:47.880',4.830,-10.240
'0:47.882',4.820,-10.240
'0:47.884',4.825,-10.240
'0:47.886',4.850,-10.240
'0:47.888',4.840,-10.240
'0:47.890',4.830,-10.240
'0:47.892',4.830,-10.240
'0:47.894',4.820,-10.240
'0:47.896',4.830,-10.240
'0:47.898',4.815,-10.240
'0:47.900',4.825,-10.240
'0:47.902',4.850,-10.240
'0:47.904',4.840,-10.240
'0:47.906',4.830,-10.240
'0:47.908',4.835,-10.240
'0:47.910',4.830,-10.240
'0:47.912',4.810,-10.240
'0:47.914',4.830,-10.240
'0:47.916',4.825,-10.240
'0:47.918',4.830,-10.240
'0:47.920',4.845,-10.240
'0:47.922',4.840,-10.240
'0:47.924',4.840,-10.240
'0:47.926',4.820,-10.240
'0:47.928',4.820,-10.240
'0:47.930',4.825,-10.240
'0:47.932',4.835,-10.240
'0:47.934',4.840,-10.240
'0:47.936',4.830,-10.240
'0:47.938',4.845,-10.240
'0:47.940',4.830,-10.240
'0:47.942',4.820,-10.240
'0:47.944',4.815,-10.240
'0:47.946',4.825,-10.240
'0:47.948',4.845,-10.240
'0:47.950',4.830,-10.240
'0:47.952',4.830,-10.240
'0:47.954',4.850,-10.240
'0:47.956',4.840,-10.240
'0:47.958',4.815,-10.240
'0:47.960',4.810,-10.240
'0:47.962',4.815,-10.240
'0:47.964',4.835,-10.240
'0:47.966',4.840,-10.240
'0:47.968',4.835,-10.240
'0:47.970',4.860,-10.240
'0:47.972',4.835,-10.240
'0:47.974',4.820,-10.240
'0:47.976',4.825,-10.240
'0:47.978',4.815,-10.240
'0:47.980',4.830,-10.240
'0:47.982',4.825,-10.240
'0:47.984',4.830,-10.240
'0:47.986',4.850,-10.240
'0:47.988',4.835,-10.240
'0:47.990',4.840,-10.240
'0:47.992',4.840,-10.240
'0:47.994',4.830,-10.240
'0:47.996',4.835,-10.240
'0:47.998',4.830,-10.240
'0:48.000',4.830,-10.240
'0:48.002',4.830,-10.240
'0:48.004',4.835,-10.240
'0:48.006',4.840,-10.240
'0:48.008',4.835,-10.240
'0:48.010',4.835,-10.240
'0:48.012',4.830,-10.240
'0:48.014',4.835,-10.240
'0:48.016',4.830,-10.240
'0:48.018',4.815,-10.240
'0:48.020',4.825,-10.240
'0:48.022',4.835,-10.240
'0:48.024',4.830,-10.240
'0:48.026',4.830,-10.240
'0:48.028',4.830,-10.240
'0:48.030',4.835,-10.240
'0:48.032',4.845,-10.240
'0:48.034',4.825,-10.240
'0:48.036',4.810,-10.240
'0:48.038',4.815,-10.240
'0:48.040',4.825,-10.240
'0:48.042',4.825,-10.240
'0:48.044',4.835,-10.240
'0:48.046',4.840,-10.240
'0:48.048',4.830,-10.240
'0:48.050',4.845,-10.240
'0:48.052',4.825,-10.240
'0:48.054',4.810,-10.240
'0:48.056',4.830,-10.240
'0:48.058',4.830,-10.240
'0:48.060',4.830,-10.240
'0:48.062',4.830,-10.240
'0:48.064',4.835,-10.240
'0:48.066',4.840,-10.240
'0:48.068',4.815,-10.240
'0:48.070',4.825,-10.240
'0:48.072',4.835,-10.240
'0:48.074',4.835,-10.240
'0:48.076',4.840,-10.240
'0:48.078',4.830,-10.240
'0:48.080',4.830,-10.240
'0:48.082',4.830,-10.240
'0:48.084',4.815,-10.240
'0:48.086',4.820,-10.240
'0:48.088',4.840,-10.240
'0:48.090',4.830,-10.240
'0:48.092',4.835,-10.240
'0:48.094',4.830,-10.240
'0:48.096',4.830,-10.240
'0:48.098',4.825,-10.240
'0:48.100',4.820,-10.240
'0:48.102',4.825,-10.240
'0:48.104',4.840,-10.240
'0:48.106',4.835,-10.240
'0:48.108',4.830,-10.240
'0:48.110',4.835,-10.240
'0:48.112',4.830,-10.240
'0:48.114',4.850,-10.240
'0:48.116',4.825,-10.240
'0:48.118',4.815,-10.240
'0:48.120',4.825,-10.240
'0:48.122',4.820,-10.240
'0:48.124',4.835,-10.240
'0:48.126',4.835,-10.240
'0:48.128',4.830,-10.240
'0:48.130',4.845,-10.240
'0:48.132',4.850,-10.240
'0:48.134',4.840,-10.240
'0:48.136',4.825,-10.240
'0:48.138',4.810,-10.240
'0:48.140',4.825,-10.240
'0:48.142',4.825,-10.240
'0:48.144',4.830,-10.240
'0:48.146',4.840,-10.240
'0:48.148',4.840,-10.240
'0:48.150',4.860,-10.240
'0:48.152',4.845,-10.240
'0:48.154',4.830,-10.240
'0:48.156',4.820,-10.240
'0:48.158',4.805,-10.240
'0:48.160',4.820,-10.240
'0:48.162',4.825,-10.240
'0:48.164',4.830,-10.240
'0:48.166',4.850,-10.240
'0:48.168',4.845,-10.240
'0:48.170',4.840,-10.240
'0:48.172',4.835,-10.240
'0:48.174',4.825,-10.240
'0:48.176',4.835,-10.240
'0:48.178',4.815,-10.240
'0:48.180',4.820,-10.240
'0:48.182',4.835,-10.240
'0:48.184',4.825,-10.240
'0:48.186',4.835,-10.240
'0:48.188',4.825,-10.240
'0:48.190',4.840,-10.240
'0:48.192',4.840,-10.240
'0:48.194',4.835,-10.240
'0:48.196',4.830,-10.240
'0:48.198',4.820,-10.240
'0:48.200',4.830,-10.240
'0:48.202',4.825,-10.240
'0:48.204',4.825,-10.240
'0:48.206',4.840,-10.240
'0:48.208',4.835,-10.240
'0:48.210',4.835,-10.240
'0:48.212',4.830,-10.240
'0:48.214',4.845,-10.240
'0:48.216',4.815,-10.240
'0:48.218',4.820,-10.240
'0:48.220',4.840,-10.240
'0:48.222',4.835,-10.240
'0:48.224',4.830,-10.240
'0:48.226',4.835,-10.240
'0:48.228',4.835,-10.240
'0:48.230',4.835,-10.240
'0:48.232',4.810,-10.240
'0:48.234',4.825,-10.240
'0:48.236',4.835,-10.240
'0:48.238',4.825,-10.240
'0:48.240',4.830,-10.240
'0:48.242',4.830,-10.240
'0:48.244',4.815,-10.240
'0:48.246',4.825,-10.240
'0:48.248',4.825,-10.240
'0:48.250',4.830,-10.240
'0:48.252',4.840,-10.240
'0:48.254',4.850,-10.240
'0:48.256',4.835,-10.240
'0:48.258',4.825,-10.240
'0:48.260',4.810,-10.240
'0:48.262',4.815,-10.240
'0:48.264',4.825,-10.240
'0:48.266',4.825,-10.240
'0:48.268',4.835,-10.240
'0:48.270',4.850,-10.240
'0:48.272',4.835,-10.240
'0:48.274',4.835,-10.240
'0:48.276',4.825,-10.240
'0:48.278',4.835,-10.240
'0:48.280',4.825,-10.240
'0:48.282',4.825,-10.240
'0:48.284',4.835,-10.240
'0:48.286',4.830,-10.240
'0:48.288',4.830,-10.240
'0:48.290',4.830,-10.240
'0:48.292',4.840,-10.240
'0:48.294',4.845,-10.240
'0:48.296',4.830,-10.240
'0:48.298',4.825,-10.240
'0:48.300',4.820,-10.240
'0:48.302',4.830,-10.240
'0:48.304',4.815,-10.240
'0:48.306',4.815,-10.240
'0:48.308',4.835,-10.240
'0:48.310',4.845,-10.240
'0:48.312',4.835,-10.240
'0:48.314',4.835,-10.240
'0:48.316',4.840,-10.240
'0:48.318',4.830,-10.240
'0:48.320',4.820,-10.240
'0:48.322',4.815,-10.240
'0:48.324',4.810,-10.240
'0:48.326',4.840,-10.240
'0:48.328',4.840,-10.240
'0:48.330',4.845,-10.240
'0:48.332',4.840,-10.240
'0:48.334',4.845,-10.240
'0:48.336',4.845,-10.240
'0:48.338',4.820,-10.240
'0:48.340',4.810,-10.240
'0:48.342',4.820,-10.240
'0:48.344',4.820,-10.240
'0:48.346',4.840,-10.240
'0:48.348',4.835,-10.240
'0:48.350',4.835,-10.240
'0:48.352',4.855,-10.240
'0:48.354',4.845,-10.240
'0:48.356',4.830,-10.240
'0:48.358',4.820,-10.240
'0:48.360',4.820,-10.240
'0:48.362',4.820,-10.240
'0:48.364',4.820,-10.240
'0:48.366',4.840,-10.240
'0:48.368',4.840,-10.240
'0:48.370',4.840,-10.240
'0:48.372',4.830,-10.240
'0:48.374',4.845,-10.240
'0:48.376',4.840,-10.240
'0:48.378',4.825,-10.240
'0:48.380',4.820,-10.240
'0:48.382',4.825,-10.240
'0:48.384',4.825,-10.240
'0:48.386',4.830,-10.240
'0:48.388',4.820,-10.240
'0:48.390',4.820,-10.240
'0:48.392',4.855,-10.240
'0:48.394',4.835,-10.240
'0:48.396',4.835,-10.240
'0:48.398',4.820,-10.240
'0:48.400',4.830,-10.240
'0:48.402',4.825,-10.240
'0:48.404',4.835,-10.240
'0:48.406',4.830,-10.240
'0:48.408',4.830,-10.240
'0:48.410',4.850,-10.240
'0:48.412',4.840,-10.240
'0:48.414',4.825,-10.240
'0:48.416',4.825,-10.240
'0:48.418',4.835,-10.240
'0:48.420',4.835,-10.240
'0:48.422',4.825,-10.240
'0:48.424',4.835,-10.240
'0:48.426',4.825,-10.240
'0:48.428',4.840,-10.240
'0:48.430',4.830,-10.240
'0:48.432',4.820,-10.240
'0:48.434',4.830,-10.240
'0:48.436',4.845,-10.240
'0:48.438',4.840,-10.240
'0:48.440',4.840,-10.240
'0:48.442',4.830,-10.240
'0:48.444',4.820,-10.240
'0:48.446',4.830,-10.240
'0:48.448',4.825,-10.240
'0:48.450',4.835,-10.240
'0:48.452',4.845,-10.240
'0:48.454',4.840,-10.240
'0:48.456',4.835,-10.240
'0:48.458',4.820,-10.240
'0:48.460',4.820,-10.240
'0:48.462',4.815,-10.240
'0:48.464',4.825,-10.240
'0:48.466',4.830,-10.240
'0:48.468',4.855,-10.240
'0:48.470',4.845,-10.240
'0:48.472',4.835,-10.240
'0:48.474',4.830,-10.240
'0:48.476',4.825,-10.240
'0:48.478',4.820,-10.240
'0:48.480',4.830,-10.240
'0:48.482',4.830,-10.240
'0:48.484',4.820,-10.240
'0:48.486',4.850,-10.240
'0:48.488',4.840,-10.240
'0:48.490',4.840,-10.240
'0:48.492',4.830,-10.240
'0:48.494',4.820,-10.240
'0:48.496',4.840,-10.240
'0:48.498',4.820,-10.240
'0:48.500',4.820,-10.240
'0:48.502',4.840,-10.240
'0:48.504',4.830,-10.240
'0:48.506',4.840,-10.240
'0:48.508',4.830,-10.240
'0:48.510',4.830,-10.240
'0:48.512',4.850,-10.240
'0:48.514',4.840,-10.240
'0:48.516',4.825,-10.240
'0:48.518',4.820,-10.240
'0:48.520',4.820,-10.240
'0:48.522',4.820,-10.240
'0:48.524',4.820,-10.240
'0:48.526',4.825,-10.240
'0:48.528',4.850,-10.240
'0:48.530',4.850,-10.240
'0:48.532',4.845,-10.240
'0:48.534',4.830,-10.240
'0:48.536',4.820,-10.240
'0:48.538',4.820,-10.240
'0:48.540',4.815,-10.240
'0:48.542',4.810,-10.240
'0:48.544',4.825,-10.240
'0:48.546',4.845,-10.240
'0:48.548',4.850,-10.240
'0:48.550',4.840,-10.240
'0:48.552',4.845,-10.240
'0:48.554',4.840,-10.240
'0:48.556',4.825,-10.240
'0:48.558',4.810,-10.240
'0:48.560',4.810,-10.240
'0:48.562',4.830,-10.240
'0:48.564',4.840,-10.240
'0:48.566',4.830,-10.240
'0:48.568',4.830,-10.240
'0:48.570',4.860,-10.240
'0:48.572',4.840,-10.240
'0:48.574',4.830,-10.240
'0:48.576',4.825,-10.240
'0:48.578',4.810,-10.240
'0:48.580',4.835,-10.240
'0:48.582',4.830,-10.240
'0:48.584',4.830,-10.240
'0:48.586',4.845,-10.240
'0:48.588',4.835,-10.240
'0:48.590',4.835,-10.240
'0:48.592',4.830,-10.240
'0:48.594',4.815,-10.240
'0:48.596',4.830,-10.240
'0:48.598',4.820,-10.240
'0:48.600',4.830,-10.240
'0:48.602',4.845,-10.240
'0:48.604',4.840,-10.240
'0:48.606',4.835,-10.240
'0:48.608',4.825,-10.240
'0:48.610',4.815,-10.240
'0:48.612',4.820,-10.240
'0:48.614',4.820,-10.240
'0:48.616',4.830,-10.240
'0:48.618',4.855,-10.240
'0:48.620',4.845,-10.240
'0:48.622',4.830,-10.240
'0:48.624',4.820,-10.240
'0:48.626',4.810,-10.240
'0:48.628',4.820,-10.240
'0:48.630',4.825,-10.240
'0:48.632',4.835,-10.240
'0:48.634',4.855,-10.240
'0:48.636',4.840,-10.240
'0:48.638',4.815,-10.240
'0:48.640',4.810,-10.240
'0:48.642',4.830,-10.240
'0:48.644',4.820,-10.240
'0:48.646',4.830,-10.240
'0:48.648',4.855,-10.240
'0:48.650',4.850,-10.240
'0:48.652',4.835,-10.240
'0:48.654',4.825,-10.240
'0:48.656',4.815,-10.240
'0:48.658',4.815,-10.240
'0:48.660',4.805,-10.240
'0:48.662',4.820,-10.240
'0:48.664',4.850,-10.240
'0:48.666',4.850,-10.240
'0:48.668',4.845,-10.240
'0:48.670',4.835,-10.240
'0:48.672',4.825,-10.240
'0:48.674',4.820,-10.240
'0:48.676',4.815,-10.240
'0:48.678',4.805,-10.240
'0:48.680',4.825,-10.240
'0:48.682',4.840,-10.240
'0:48.684',4.835,-10.240
'0:48.686',4.830,-10.240
'0:48.688',4.830,-10.240
'0:48.690',4.825,-10.240
'0:48.692',4.840,-10.240
'0:48.694',4.815,-10.240
'0:48.696',4.820,-10.240
'0:48.698',4.820,-10.240
'0:48.700',4.835,-10.240
'0:48.702',4.835,-10.240
'0:48.704',4.830,-10.240
'0:48.706',4.830,-10.240
'0:48.708',4.830,-10.240
'0:48.710',4.845,-10.240
'0:48.712',4.840,-10.240
'0:48.714',4.830,-10.240
'0:48.716',4.825,-10.240
'0:48.718',4.820,-10.240
'0:48.720',4.825,-10.240
'0:48.722',4.820,-10.240
'0:48.724',4.830,-10.240
'0:48.726',4.845,-10.240
'0:48.728',4.840,-10.240
'0:48.730',4.855,-10.240
'0:48.732',4.835,-10.240
'0:48.734',4.820,-10.240
'0:48.736',4.835,-10.240
'0:48.738',4.810,-10.240
'0:48.740',4.810,-10.240
'0:48.742',4.825,-10.240
'0:48.744',4.840,-10.240
'0:48.746',4.845,-10.240
'0:48.748',4.835,-10.240
'0:48.750',4.845,-10.240
'0:48.752',4.845,-10.240
'0:48.754',4.835,-10.240
'0:48.756',4.815,-10.240
'0:48.758',4.800,-10.240
